review,rating,sentiment
"I was skeptical. In my part of the country every little town has at least three small pizza places churning out greasy, cheese-laden pies for future cholesterol-lowering drug addicts. Why should yet another small pizza place making promises they are unlikely to keep (sourdough crust? Wood fire?) be any different? In my effort to more effectively lead a life without regret I spent five minutes talking myself into crossing Babalouie's threshold.What an important five minutes that turned out to be...My lunchtime companion and I shared two small pies: the Isabella Pizzarella (roasted sweet potatoes, roasted parsnips, caramelized onions, roasted garlic, fresh mozzarella and shaved fennel, drizzled with reduced balsamic vinegar and parmesan) and the Dolce Vita(tomato sauce, wilted spinach, fresh mozzarella, California figs, gorgonzola, prosciutto and parmesan topped with infused rosemary oil).""Isabella"" is a masterpiece. The layered toppings sit as individuals on top of the chewy crust, but come together in flavor and texture with each bite. Thinly sliced, the sweet potato and parsnip yield easily to each bite, and the gentle dosing of cheese complements the starches well. The fennel helps keep the caramelized onion in check, and the sparing use of balsamic drizzle never becomes cloying.The Dolce Vita is almost as stunning. The prosciutto and tomato sauce seem a little out of place, but cannot detract from the one-two punch of figs and gorgonzola. The sauce is tangy and ladled on with a light hand. The prosciutto sits on top and can be easily removed if it is not your thing.Right, the crust: Our friendly waiter assured me it was genuine sourdough, leavened only by the yeasty critters they culture right there. Spot on deliciousness. Under the toppings I don't think I could have discerned if any commercial yeast made its way into the dough, but I didn't care. It was delicious.This is how I make pizza at home. A naturally leavened sourdough crust, wood-fired, with exceptional toppings. OK, I haven't yet built the wood burning pizza oven, but as a wise man once said, ""two out of three ain't bad."" Neither is five out of five.",5.0,1
"I was blown away by their pizza.  I ordered the Melanzana Cardinale small pizza, EXQUISITE, the pesto sauce on the pizza gave the pizza an amazing flavor.  I would recommended highly.   I also tried the Dolce Vita pizza,  oh I can't even describe how good it was the combination of the California figs and the prosciutto, especially because I like the combination of sweet and salt in my food.  Overall, I had an excellent experience, definitely  will come back when I am on the area.  The place is small, so I expect a wait.",5.0,1
I had a caprese sandwich and everything was fresh and well made The ciabatta bread was excellent.,4.0,1
We love this place for fabulous salads and unique pizzas.  The wine selection has too many organic offerings and not enough Italian and CA selections but what they have is ok.  It would be great if the staff in the kitchen could be a little quieter when they are stacking dishes/glasses.The Cole's Creation and Vita Dolce are worth the visit!,4.0,1
"Great to have vegan pizza choices. The pizza is good, but not especially creative. My favorite remains Pizza Luce in the Twin Cities. Maybe I will have to go on a quest for the best vegan pizza? The pizza quality is not always the same. The best they have done for me was at their Hudson location. The pizzas we have had in Great Barrington have not been quite as good, nor were they the same quality each time.",4.0,1
"Great Pizza and great Salads. I always get the Greek Salad, the feta is much more soft than your usually feta, I believe if is goat feta. The food is always consistent. This is a busy place, so service is very straight to the point. The reason why I only gave four stars is because of the lack of room, which really isn't there fault, but it is quite cramped. I do love this place though and would highly recommend.",4.0,1
"We really enjoyed the thin crust pizza, perfect crisp. We got a family size salad which was quite large. Could serve 6 people. Also tried the pizza with sweet potatoes and grilled turnips- wins pints for originality and much better than it sounds but might not recommend. Staff was very friendly and quite helpful.  Nice laid back atmosphere.",5.0,1
Thank you for your review. So glad you enjoyed your visit.,5.0,1
Impressive. Ordered at to-go counter & ate outside in the sun. Tasted amazing. Looking forward to returning.,5.0,1
"I grew up in Great Barrington but now live in PA - suffice to say that every time I'm back home, I make it a point to eat pizza at Babalouie's. I have spent the last 8 years living in Italy, eating the real stuff, and I can tell you that Babalouie's knows what they are doing when it comes to pizza. They are unfailingly delicious, offering creative toppings along with a great wine list and local beers on tap.",3.5,1
"I've been coming to this place for the past decade when we camp in south county. To beat the wait, head there at about 4:45 so you can be seated when it opens for dinner, without the wait. And if you do have to wait, it is well worth it. Plenty of shops where the kids can putter around until your table is ready. Family sized salads are guano emojis, and the balsamic dressing is fantastic. Good stuff!!",5.0,1
